X,Y,oa11cd,lad11cd
-0.486503643942867,52.0269127576188,E00087735,E06000056
-0.500129234276728,52.0241261139526,E00087736,E06000056
-0.499459557981692,52.0196715579864,E00087737,E06000056
-0.495338381333151,52.0270788338047,E00087738,E06000056
-0.497315679227644,52.0255009305806,E00087739,E06000056
-0.487741198551975,52.0256816602256,E00087740,E06000056
-0.489725921213382,52.0254781297972,E00087741,E06000056
-0.504780619029132,52.0271197029297,E00087742,E06000056
-0.487364589850802,52.0218779633507,E00087743,E06000056
-0.51011903466521,52.0233748360305,E00087744,E06000056
-0.491194658780265,52.0243127192487,E00087745,E06000056
-0.49377809963448,52.0240442582387,E00087746,E06000056
-0.491983745765278,52.020123259484,E00087747,E06000056
-0.490544693834556,52.0398326078895,E00087748,E06000056
-0.500471597828468,52.0311263832489,E00087749,E06000056
-0.498537621574029,52.0288074323486,E00087750,E06000056
-0.492571442686109,52.0312353765499,E00087751,E06000056
-0.491780661528762,52.02818689869,E00087752,E06000056
-0.486315155378461,52.0318382889726,E00087753,E06000056
-0.486127832796914,52.0291478886366,E00087754,E06000056
-0.488699670347874,52.0285149902965,E00087755,E06000056
-0.494869952635985,52.0300052090552,E00087756,E06000056
-0.525989818721919,52.0342095666336,E00087757,E06000056
-0.262721030388546,52.0103363518942,E00087758,E06000056
-0.25493401618079,52.0079948658434,E00087759,E06000056
-0.267532091772381,51.9933415777634,E00087760,E06000056
-0.263345957700392,52.0020777576462,E00087761,E06000056
-0.268302683915027,51.9977806067134,E00087762,E06000056
-0.262778498441428,52.0244578070059,E00087763,E06000056
-0.263602825991251,52.0218286427033,E00087764,E06000056
-0.264293649640005,52.0237384278109,E00087765,E06000056
-0.265329024854905,52.0196413654921,E00087767,E06000056
-0.261989736437956,52.0185058915091,E00087768,E06000056
-0.267301248472004,52.0199134576854,E00087769,E06000056
-0.265542693547328,52.0143237653916,E00087770,E06000056
-0.259073346234964,52.0137655403869,E00087771,E06000056
-0.268776357329018,52.0087479498247,E00087772,E06000056
-0.265329301210444,52.0061726042886,E00087773,E06000056
-0.628810034354394,52.025494330424,E00087774,E06000056
-0.622835979389526,52.0133105963404,E00087775,E06000056
-0.626252792775856,52.0103432830571,E00087776,E06000056
-0.630097837815002,52.0055359704416,E00087777,E06000056
-0.639915634118983,52.018946799709,E00087778,E06000056
-0.644834971087713,52.0154480475075,E00087779,E06000056
-0.634568078226429,52.0142848977859,E00087780,E06000056
-0.6015524916767,52.0134078541454,E00087781,E06000056
-0.259383787374055,52.08041022142,E00087782,E06000056
-0.258959940886619,52.077988328343,E00087783,E06000056
-0.248385165077765,52.0791521033757,E00087784,E06000056
-0.258755051549316,52.0837831241726,E00087785,E06000056
-0.257676069549607,52.0807370364774,E00087786,E06000056
-0.249851963202628,52.0775467042079,E00087787,E06000056
-0.255613780193822,52.0791889769186,E00087788,E06000056
-0.254325047584431,52.0774334844759,E00087789,E06000056
-0.24594342533201,52.0637967131765,E00087790,E06000056
