X,Y,oa11cd,lad11cd
-0.841685409135339,50.8321707386278,E00160504,E07000225
-0.841378813001984,50.8416017084671,E00160505,E07000225
-0.846010375436879,50.8412025106559,E00160506,E07000225
-0.841389054405487,50.8180831481358,E00160507,E07000225
-0.849274230123422,50.8316376382678,E00160508,E07000225
-0.852451860467228,50.8332310351695,E00160509,E07000225
-0.85692102051031,50.8323139278738,E00160510,E07000225
-0.860001009461989,50.8362223367901,E00160511,E07000225
-0.854269577981998,50.824882848387,E00160512,E07000225
-0.837003648345873,50.8437296900266,E00160513,E07000225
-0.854618496202623,50.84031932543,E00160514,E07000225
-0.874989226940208,50.8419639228588,E00160515,E07000225
-0.8812289822667,50.8256432181073,E00160516,E07000225
-0.8793171297354,50.8544034555121,E00160517,E07000225
-0.875933992344944,50.8491668813746,E00160518,E07000225
-0.707133474037072,50.87069586453,E00160519,E07000225
-0.713310298803122,50.8610292495315,E00160520,E07000225
-0.709981402663645,50.8576144803339,E00160521,E07000225
-0.668482598373872,50.8933335420728,E00160522,E07000225
-0.700891450222354,50.9108512815298,E00160523,E07000225
-0.737346772861812,50.9156983179465,E00160524,E07000225
-0.759371948575251,50.920843042356,E00160525,E07000225
-0.798319321601732,50.9152995362474,E00160526,E07000225
-0.565925818400776,50.9066414077031,E00160528,E07000225
-0.576147894205612,50.9218920023052,E00160529,E07000225
-0.635036657030251,50.9469498037231,E00160530,E07000225
-0.658246964160966,50.9475984884062,E00160531,E07000225
-0.685291963977593,50.9670444901409,E00160532,E07000225
-0.685699483985792,50.9424565708451,E00160533,E07000225
-0.768850257534577,50.8412531832761,E00160535,E07000225
-0.758196720165217,50.8336396335258,E00160536,E07000225
-0.76286197778938,50.8352094246105,E00160537,E07000225
-0.755795012002856,50.8325017120735,E00160538,E07000225
-0.764659982970222,50.8451111412574,E00160540,E07000225
-0.760701203784031,50.8452691725128,E00160541,E07000225
-0.767024864955957,50.8422553845503,E00160542,E07000225
-0.7634569188477,50.8420833680989,E00160543,E07000225
-0.759826657700148,50.8387593686401,E00160544,E07000225
-0.765005122704231,50.8400056000509,E00160545,E07000225
-0.757880881713417,50.8413877850445,E00160546,E07000225
-0.771478832353454,50.8412137433628,E00160547,E07000225
-0.767024986064758,50.8381902168936,E00160548,E07000225
-0.768199359724798,50.8394999938363,E00160549,E07000225
-0.772722401582394,50.8394947876883,E00160550,E07000225
-0.770389013882295,50.8390881757679,E00160551,E07000225
-0.771962520945159,50.8371658888582,E00160552,E07000225
-0.758687159025223,50.8376045851282,E00160553,E07000225
-0.766157686905716,50.8373992604336,E00160554,E07000225
-0.75765995892638,50.8369359143102,E00160555,E07000225
-0.759460750410818,50.8360965144517,E00160556,E07000225
-0.755094020392623,50.835560054806,E00160557,E07000225
-0.763612426652093,50.8372293279275,E00160558,E07000225
-0.757224381885091,50.8355407399164,E00160559,E07000225
-0.759908928021829,50.834837014873,E00160560,E07000225
-0.778378382613844,50.8583502162322,E00160561,E07000225
-0.776903480869993,50.8375166360047,E00160562,E07000225
-0.7755567323683,50.8424207577985,E00160563,E07000225
-0.774098953483348,50.8571114552596,E00160564,E07000225
-0.784991024570597,50.8565832097953,E00160565,E07000225
-0.770858892865732,50.8568349703627,E00160566,E07000225
-0.780618246163465,50.8556363020605,E00160567,E07000225
-0.775700819729293,50.8536999947427,E00160568,E07000225
-0.769002058357915,50.8530010263567,E00160569,E07000225
-0.773051731661072,50.8530647904013,E00160570,E07000225
-0.781235890741745,50.8500789142916,E00160571,E07000225
-0.786430829556398,50.8533714406838,E00160572,E07000225
-0.7686609280107,50.8477512550534,E00160573,E07000225
-0.778586362538424,50.8522644970413,E00160574,E07000225
-0.786811605781319,50.850116055527,E00160575,E07000225
-0.777268147943515,50.8477347461946,E00160576,E07000225
-0.786089708940237,50.8477432898266,E00160577,E07000225
-0.783376477947193,50.8456383586627,E00160578,E07000225
-0.780799436515505,50.8441569446731,E00160579,E07000225
-0.781376909298969,50.8424239862658,E00160580,E07000225
-0.77568828858044,50.8309433830288,E00160581,E07000225
-0.781683369319526,50.8385244681925,E00160582,E07000225
-0.788942636057955,50.8346501492936,E00160583,E07000225
-0.766730715255282,50.834729309355,E00160584,E07000225
-0.779866381160951,50.8301241896455,E00160585,E07000225
-0.770887352678531,50.8350904097031,E00160586,E07000225
-0.777445277165124,50.8353113154578,E00160587,E07000225
-0.768535131948486,50.8348178927078,E00160588,E07000225
-0.770942802248058,50.8332699389776,E00160589,E07000225
-0.767454606126353,50.8328562112645,E00160590,E07000225
-0.774148035978828,50.8335955756407,E00160591,E07000225
-0.763683151541399,50.8339225066369,E00160592,E07000225
-0.784422816313611,50.8320548864143,E00160593,E07000225
-0.763680992738478,50.8322154605982,E00160594,E07000225
-0.769766238898505,50.8318083136335,E00160595,E07000225
-0.768781895532307,50.8305393824206,E00160596,E07000225
-0.771658425144476,50.8302736641645,E00160597,E07000225
-0.784117603276294,50.829119260965,E00160598,E07000225
-0.761306556940259,50.8293783634829,E00160599,E07000225
-0.775853850286577,50.8279644396905,E00160600,E07000225
-0.769682025875072,50.8279141206117,E00160601,E07000225
-0.764167030938727,50.8269626823359,E00160602,E07000225
-0.779904191829252,50.8392663052307,E00160603,E07000225
-0.796110655223691,50.840736737918,E00160604,E07000225
-0.800708057648707,50.847024822941,E00160605,E07000225
-0.789621156902788,50.8455500845242,E00160606,E07000225
-0.789780157616572,50.8443298184795,E00160607,E07000225
-0.787252496834728,50.8439191447344,E00160608,E07000225
-0.792693349008486,50.8429442328098,E00160609,E07000225
