X,Y,oa11cd,lad11cd
-0.940138611129188,52.6267542798446,E00130743,E07000131
-0.943104627992337,52.6160241867455,E00130744,E07000131
-0.936892880144195,52.6113219196868,E00130745,E07000131
-0.974766167317548,52.6015785542493,E00130746,E07000131
-0.898505500056307,52.5538712231906,E00130747,E07000131
-0.954997942609082,52.5857603121789,E00130748,E07000131
-0.911328686896967,52.5860408785689,E00130749,E07000131
-0.869562649164041,52.5364243594138,E00130750,E07000131
-1.0544595025164,52.4542215272556,E00130751,E07000131
-1.05907853139804,52.4524901090958,E00130752,E07000131
-1.05853352338121,52.4501507413345,E00130753,E07000131
-1.04571161401865,52.454640806114,E00130754,E07000131
-1.06487719066615,52.491859522524,E00130755,E07000131
-1.08676060540156,52.4449486703236,E00130756,E07000131
-1.09585207342664,52.4516450068096,E00130757,E07000131
-1.11909915022125,52.4321967993787,E00130758,E07000131
-1.21977895832712,52.5228060868235,E00130759,E07000131
-1.22256987068575,52.5228151087722,E00130760,E07000131
-1.22096037323663,52.5195987062254,E00130761,E07000131
-1.2205641143717,52.5254648810977,E00130762,E07000131
-1.21666455007821,52.5230134599952,E00130763,E07000131
-1.22325601373296,52.5247151786773,E00130764,E07000131
-1.22649679410656,52.5222827295739,E00130765,E07000131
-1.21378022631459,52.5193548176346,E00130766,E07000131
-1.21614996556706,52.525268983073,E00130767,E07000131
-1.21420797157561,52.5321846944637,E00130769,E07000131
-1.21233677535122,52.5282493657643,E00130770,E07000131
-1.21682056747968,52.5284861970812,E00130771,E07000131
-1.22941446259805,52.5334876818346,E00130772,E07000131
-1.23401711022002,52.5339671324155,E00130773,E07000131
-1.24093717074036,52.5273564084848,E00130774,E07000131
-1.24520501941706,52.5351420844182,E00130775,E07000131
-1.2329158307053,52.5318082752288,E00130776,E07000131
-1.22945070303189,52.5316726756515,E00130777,E07000131
-1.23396570742815,52.537858096091,E00130778,E07000131
-1.22546461542436,52.5439977695379,E00130779,E07000131
-1.22803417260244,52.5348599742229,E00130780,E07000131
-1.23475578242315,52.5364782587152,E00130781,E07000131
-1.23034118815841,52.536063519144,E00130782,E07000131
-1.23944871851175,52.5414951430452,E00130783,E07000131
-1.16879920281736,52.5091267451216,E00130784,E07000131
-1.2222202140699,52.4916993430875,E00130785,E07000131
-1.20412887418268,52.5110627026203,E00130786,E07000131
-1.19232860085765,52.5139272384812,E00130787,E07000131
-1.19209358247859,52.5125156865622,E00130788,E07000131
-1.25828392065734,52.5133174158102,E00130789,E07000131
-1.22771326226368,52.5095560226434,E00130790,E07000131
-1.22668105151884,52.5058485348159,E00130791,E07000131
-1.05045359695692,52.5389080201944,E00130792,E07000131
-1.05510465822308,52.5403808339916,E00130793,E07000131
-1.04561963960649,52.5360113483555,E00130794,E07000131
-1.04174168546559,52.5331996316055,E00130795,E07000131
-1.04798723232611,52.532685629116,E00130796,E07000131
-1.04438767452676,52.5323658827514,E00130797,E07000131
-1.03860774385962,52.5354462014049,E00130798,E07000131
-1.04731521649499,52.530244939769,E00130799,E07000131
-1.04238414595469,52.5300356891397,E00130801,E07000131
-1.04462532440815,52.5412993646041,E00130802,E07000131
-1.04743217812513,52.5383253852623,E00130803,E07000131
-1.04770918850035,52.5363660700827,E00130804,E07000131
-1.05407327909507,52.5359582924737,E00130805,E07000131
-0.996554869713352,52.5751148594683,E00130806,E07000131
-1.01915567898355,52.5806815478855,E00130807,E07000131
-1.02903769191901,52.5763881772346,E00130808,E07000131
-1.03156881873814,52.5729983074831,E00130809,E07000131
-1.04000488186365,52.5741276619176,E00130810,E07000131
-1.02640250448671,52.5843970881398,E00130812,E07000131
-1.02585243995202,52.577850514875,E00130813,E07000131
-1.03063220564318,52.5773789411713,E00130814,E07000131
-1.03659294780093,52.5762677812586,E00130815,E07000131
-1.03207900821585,52.5632843567297,E00130816,E07000131
-1.030398621597,52.5746046027068,E00130817,E07000131
-1.05711277391736,52.5602739016,E00130818,E07000131
-0.928396882930589,52.5287960998726,E00130819,E07000131
-1.00137371466249,52.5365263616872,E00130820,E07000131
-0.975121479839747,52.5282755443325,E00130821,E07000131
-0.994522880500867,52.5415162684671,E00130822,E07000131
