X,Y,oa11cd,lad11cd
-4.45645453099395,53.2122692565186,W00000001,W06000001
-4.47256687504884,53.1927543735932,W00000002,W06000001
-4.47309968449016,53.2328462828441,W00000003,W06000001
-4.49135010001886,53.2399760832852,W00000004,W06000001
-4.33134368609155,53.4145477331247,W00000005,W06000001
-4.33295183847585,53.4134630706095,W00000006,W06000001
-4.33351959405679,53.4095806557508,W00000008,W06000001
-4.35166500507677,53.4067533551316,W00000009,W06000001
-4.37908876947675,53.4205744169487,W00000010,W06000001
-4.36979543304993,53.3997408598543,W00000011,W06000001
-4.36022132316894,53.4143507915032,W00000012,W06000001
-4.34187969016012,53.4026333808827,W00000013,W06000001
-4.11129175727787,53.2699778358331,W00000014,W06000001
-4.09585337158688,53.2833378625512,W00000015,W06000001
-4.10290044418036,53.262455708097,W00000016,W06000001
-4.09550002972279,53.2631682117339,W00000017,W06000001
-4.09797266491932,53.2664853862021,W00000018,W06000001
-4.09030420790939,53.2639877948088,W00000019,W06000001
-4.09682103530975,53.2639178562546,W00000020,W06000001
-4.10311062974494,53.2582522010049,W00000021,W06000001
-4.3478535827226,53.2629132390176,W00000022,W06000001
-4.37704961154674,53.2742622115913,W00000023,W06000001
-4.41655460445501,53.2856617465314,W00000024,W06000001
-4.34306368384065,53.2524737333257,W00000025,W06000001
-4.3790256909642,53.2385872549618,W00000026,W06000001
-4.38174474730055,53.2058979967401,W00000027,W06000001
-4.42656651530419,53.1868367251003,W00000028,W06000001
-4.38297145069043,53.1912974665765,W00000029,W06000001
-4.34208184075219,53.2267735375113,W00000030,W06000001
-4.3507328021122,53.2311107005383,W00000031,W06000001
-4.2057951286866,53.2238857756532,W00000032,W06000001
-4.21152633462341,53.2192920346616,W00000033,W06000001
-4.20930485229066,53.2222727135357,W00000034,W06000001
-4.19471602569303,53.2298974157862,W00000035,W06000001
-4.20166696160997,53.2248166087155,W00000036,W06000001
-4.45264904718439,53.2620907201555,W00000037,W06000001
-4.47715964523952,53.2713715842933,W00000038,W06000001
-4.40212715385197,53.2524508706455,W00000039,W06000001
-4.42098635428775,53.2515046237961,W00000040,W06000001
-4.4095936747171,53.2548481621412,W00000041,W06000001
-4.22809890016868,53.3248582962316,W00000042,W06000001
-4.234534628896,53.3162841108933,W00000043,W06000001
-4.25399870134565,53.3211476906736,W00000044,W06000001
-4.23753583233693,53.3197026251685,W00000045,W06000001
-4.2348246378817,53.3250395167227,W00000046,W06000001
-4.22548743189431,53.3124352743872,W00000047,W06000001
-4.16290329257056,53.2239173217725,W00000048,W06000001
-4.15951208253178,53.2287455119948,W00000049,W06000001
-4.16579778574655,53.226245825748,W00000050,W06000001
-4.17380034186508,53.2261542216074,W00000051,W06000001
-4.32366456605441,53.2534617254784,W00000052,W06000001
-4.32251525483731,53.2564331780742,W00000053,W06000001
-4.31753553066921,53.2542626494943,W00000054,W06000001
-4.29683844046321,53.2486309225806,W00000055,W06000001
-4.31260954502464,53.2501089540415,W00000056,W06000001
-4.14743630354046,53.2449644826774,W00000057,W06000001
-4.12959706902703,53.2478065132732,W00000058,W06000001
-4.14795061655276,53.2432184918659,W00000059,W06000001
-4.14779087463733,53.2390070809119,W00000060,W06000001
