X,Y,oa11cd,lad11cd
-3.069781793775,51.7263856789479,W00007742,W06000020
-3.0652510576183,51.7254354377193,W00007743,W06000020
-3.07230737906085,51.7345012474098,W00007744,W06000020
-3.06845610775417,51.7349449085667,W00007745,W06000020
-3.05519587511738,51.7399547715876,W00007746,W06000020
-3.06544662570016,51.7315290915864,W00007747,W06000020
-3.05200537440904,51.7295736751585,W00007748,W06000020
-3.06880555997826,51.7292449086886,W00007749,W06000020
-3.07071570453308,51.7304291697855,W00007750,W06000020
-3.06493009929387,51.7290114401044,W00007751,W06000020
-3.05970983495499,51.73045453183,W00007752,W06000020
-3.06214707831855,51.7276448423946,W00007753,W06000020
-3.06111135066618,51.7244863727148,W00007754,W06000020
-3.07092801374711,51.7197997848364,W00007755,W06000020
-3.06668480061499,51.7493185199766,W00007756,W06000020
-3.06391555902972,51.7443059627049,W00007757,W06000020
-3.06969506610848,51.7420206436009,W00007758,W06000020
-3.06657016828124,51.7413664061136,W00007759,W06000020
-3.06836838758186,51.7389540074026,W00007760,W06000020
-3.06483114677982,51.7373968454721,W00007761,W06000020
-3.09187761369371,51.729371581843,W00007762,W06000020
-3.06526914746637,51.734514168967,W00007763,W06000020
-3.08207389832645,51.7727485031796,W00007764,W06000020
-3.08352040932347,51.7707417979513,W00007765,W06000020
-3.08094458983911,51.7644959790093,W00007766,W06000020
-3.06150628866721,51.7669755900151,W00007767,W06000020
-3.08405372760224,51.7749379476479,W00007768,W06000020
-3.08822010510454,51.7725254494221,W00007769,W06000020
-3.06806370655513,51.7794715737962,W00007770,W06000020
-3.07876109409955,51.7716200253561,W00007771,W06000020
-3.0896591752905,51.7689951967755,W00007772,W06000020
-3.08214444129429,51.7711657005456,W00007773,W06000020
-3.10316653499902,51.768039253541,W00007774,W06000020
-3.07546741236813,51.770367034844,W00007775,W06000020
-3.11333201074153,51.7842308133623,W00007776,W06000020
-3.08420257241319,51.7777568081871,W00007777,W06000020
-3.08223334448739,51.7793843166676,W00007778,W06000020
-3.09168565185243,51.7753824203104,W00007779,W06000020
-3.08056391761763,51.7768899729591,W00007780,W06000020
-3.08143901539798,51.7751845961665,W00007781,W06000020
-3.07826152312187,51.7764827113938,W00007782,W06000020
-3.08453292131235,51.7735277813249,W00007783,W06000020
-3.07584361751267,51.7748796190299,W00007784,W06000020
-3.04419758515172,51.7022813704702,W00007785,W06000020
-3.04291781685721,51.6986505827876,W00007786,W06000020
-3.04641574442127,51.7051407251903,W00007787,W06000020
-3.04581583513233,51.7024765169809,W00007788,W06000020
-3.04739947455327,51.7020324630321,W00007789,W06000020
-3.04684349638331,51.700029436131,W00007790,W06000020
-3.04246180065604,51.7002524557096,W00007791,W06000020
-3.03777193042971,51.64060182112,W00007792,W06000020
-3.0419451838041,51.6407567434263,W00007793,W06000020
-3.04518384663153,51.6401366643654,W00007794,W06000020
-3.04049416154722,51.6379173797704,W00007795,W06000020
-3.04784145457551,51.6374208232568,W00007796,W06000020
-3.05435131269033,51.6398699435332,W00007797,W06000020
-3.04793602647321,51.6393533992217,W00007798,W06000020
-2.99997790043572,51.6645650176168,W00007799,W06000020
-3.00705523605332,51.6642026645299,W00007800,W06000020
-3.01157427982164,51.6658504727741,W00007801,W06000020
-3.01496477575187,51.6651505597573,W00007802,W06000020
