X,Y,objectid,oa11cd,lad11cd,st_areasha,st_lengths
-4.0839885103167,50.3572413193441,74105,E00076431,E06000026,53365.36586,1508.53280357763
-4.07992406037932,50.3560326544977,74106,E00076432,E06000026,126905.25649,2166.11119385243
-4.07018655393611,50.3560536178373,74107,E00076433,E06000026,65842.024126,1455.88154260807
-4.07163726051557,50.3544508213582,74108,E00076434,E06000026,68835.34087,1655.66493883646
-4.07516154664702,50.3546798107026,74109,E00076435,E06000026,60151.8529705,1366.93195320424
-4.08446576755574,50.3542108535416,74110,E00076436,E06000026,81599.121796,1677.82911995555
-4.08078166976088,50.3532688260178,74111,E00076437,E06000026,134958.726899,2167.00464567275
-4.08815949316156,50.3510568155584,74112,E00076438,E06000026,44603.7171485,1347.26636635902
-4.08316064096367,50.3497717262778,74113,E00076439,E06000026,48058.105108,1446.589410305
-4.07839647815315,50.3516254467466,74114,E00076440,E06000026,35963.1886045,951.565850263968
-4.08559874594502,50.3508943721179,74115,E00076441,E06000026,42529.663279,1277.32654199443
-4.0896693422514,50.3497607247984,74116,E00076442,E06000026,55833.688941,1536.84259678981
-4.09380567406653,50.345709579484,74117,E00076443,E06000026,570423.95536,4950.38050809292
-4.08115069735033,50.3496762394757,74118,E00076444,E06000026,28956.455591,822.883516526916
-4.08684647010859,50.348587172712,74119,E00076445,E06000026,54701.6197195,1267.86297410139
-4.08451920944496,50.3462291999655,74120,E00076446,E06000026,159303.576124,2380.99235146873
-4.07179858743452,50.3648309989455,74121,E00076447,E06000026,253649.7130905,2908.42825013955
-4.07713841050371,50.3671727457116,74122,E00076448,E06000026,345570.5572155,3317.0404413356
-4.08384321505548,50.376460768526,74123,E00076449,E06000026,2845018.09477,10093.5551061664
-4.08922725897504,50.3522499696064,74124,E00076451,E06000026,56691.3247135,1175.98891159831
-4.1103227639996,50.3480442107409,74125,E00076452,E06000026,948020.69917425,6516.27976479956
-4.11777076612152,50.3519527754436,74126,E00076453,E06000026,200599.839217,2640.9122060805
-4.11310279128461,50.3516055565249,74127,E00076454,E06000026,86580.4141105,2053.53314069896
-4.10854320552563,50.3511919796035,74128,E00076455,E06000026,42421.305746,1215.51840460205
-4.09543681318813,50.3505895281724,74129,E00076456,E06000026,128835.0256135,1887.34902413461
-4.09753407829389,50.3700666951634,74130,E00076458,E06000026,1200648.4328885,7550.42793096205
-4.0920841699582,50.365227101217,74131,E00076459,E06000026,77706.4832395,1796.11021851247
-4.08810196413902,50.3629045276743,74132,E00076460,E06000026,166495.8617275,2219.5829620966
-4.09771429868392,50.3642557262687,74133,E00076461,E06000026,43016.161711,1167.33618843941
-4.09302674422588,50.3641306321365,74134,E00076462,E06000026,57942.6006095,1609.32490580511
-4.09894158292196,50.3630224734674,74135,E00076463,E06000026,47677.84242,1201.17428598256
-4.09655944034588,50.3623515879679,74136,E00076464,E06000026,73440.0470745,1982.22533998795
-4.10348043965227,50.360594314654,74137,E00076465,E06000026,108488.9914825,2345.7118834341
-4.12428882400136,50.3565910352381,74138,E00076466,E06000026,333376.8694745,4849.19578976446
-4.10817811117247,50.363170108616,74139,E00076467,E06000026,112461.8003435,1812.50217294638
-4.11304231195888,50.3588805843997,74140,E00076468,E06000026,133163.342234,3293.8106389429
-4.10615938513115,50.3609067178056,74141,E00076469,E06000026,61609.99127,1360.91277013067
-4.10238370680062,50.3630882463088,74142,E00076470,E06000026,149946.95381,3386.51046965772
-4.09384016444933,50.3612510818293,74143,E00076471,E06000026,106240.3989075,2095.07780769926
-4.11704992791933,50.3567096604601,74144,E00076472,E06000026,96302.0946835,2348.12860816394
-4.09438143180025,50.3598980083095,74145,E00076473,E06000026,57601.4286375,1795.23997919623
-4.10706459533085,50.3592032522824,74146,E00076474,E06000026,78269.877387,1987.010966495
-4.10087677713937,50.3583778802153,74147,E00076475,E06000026,102701.2063,1446.63048310458
-4.09651126513343,50.3587331820757,74148,E00076476,E06000026,59111.35535,1785.63807761427
-4.09138758967473,50.3574157614883,74149,E00076477,E06000026,77241.2657325,1900.04417808748
-4.08934675626052,50.3554371093993,74150,E00076478,E06000026,95212.895296,2357.49745876523
-4.10293172777249,50.3550004814403,74151,E00076479,E06000026,172209.6690175,3463.93694616766
-4.0967859686717,50.3561501945636,74152,E00076480,E06000026,81721.35283,1736.63688174088
-4.11590535127895,50.3552678781584,74153,E00076481,E06000026,97556.404666,1923.93247997915
-4.09400665581839,50.3560352488932,74154,E00076482,E06000026,124688.00618,3427.87581878056
-4.11074578356906,50.3543877155568,74155,E00076483,E06000026,101555.3561425,3265.68297062436
-4.10590231140213,50.3528610686487,74156,E00076484,E06000026,74394.6158335,2175.79310273754
-4.08854826423947,50.3538135159806,74157,E00076485,E06000026,65239.18361,1222.43265407121
-4.11021979915105,50.3532523420487,74158,E00076486,E06000026,52782.2345135,1749.09106466411
-4.10173798482493,50.3515798419579,74159,E00076487,E06000026,93509.548672,1402.42192844624
-4.19098083142721,50.3980302497737,74160,E00076488,E06000026,60136.222082,1561.20137756504
-4.18404337760102,50.4076781165001,74161,E00076489,E06000026,47499.16502,1547.5533245939
-4.17758054843871,50.4065609588013,74162,E00076490,E06000026,98263.6049625,1806.9535988884
-4.18919525526532,50.4065427367829,74163,E00076491,E06000026,60507.3215375,1366.51455543356
-4.16797155674577,50.4070897295181,74164,E00076492,E06000026,146527.544823,2087.54859571497
-4.1846474503575,50.406268289512,74165,E00076493,E06000026,29692.6960925,1323.03069907597
-4.19217105205858,50.4059846743894,74166,E00076494,E06000026,48578.1259665,1067.65242730971
-4.19521491259299,50.4062536305951,74167,E00076495,E06000026,80097.972636,1773.07465659693
-4.1805885177692,50.4066697311641,74168,E00076496,E06000026,64136.0153775,1444.63974517771
-4.1825857820422,50.4056687210938,74169,E00076497,E06000026,42184.0207795,1203.80615811444
-4.17598369738074,50.4041301439215,74170,E00076498,E06000026,44608.4435155,986.889748711463
-4.18816013032735,50.4048750352627,74171,E00076499,E06000026,42086.3307305,1247.28577349167
-4.17210215133477,50.4046444864652,74172,E00076500,E06000026,167301.38347,2516.53073582538
-4.19482212709643,50.4037826220019,74173,E00076501,E06000026,67137.1466675,1371.0151026538
-4.19104572996287,50.4041066409431,74174,E00076502,E06000026,62159.54652,1793.37621730929
-4.180123679637,50.4041589292981,74175,E00076503,E06000026,33935.9152455,983.905662009483
-4.18503753176665,50.4047968582886,74176,E00076504,E06000026,25827.883148,742.614074525599
-4.19920799518272,50.4056681827717,74177,E00076505,E06000026,128318.368105,1885.22553879534
-4.17651569530445,50.4030397113386,74178,E00076506,E06000026,45111.0254235,1762.78389414968
